dye_raw,eco_class,valid_record_count,avg_pce_percent,max_pce_percent,avg_jsc_raw,avg_voc_raw,avg_ff_raw,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
PBP4,metal_free_candidate_uncertain,1,10.81,10.81,,1391.0,,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.molliq.2019.01.078,Application of quantitative prediction to design new organic dyes in dye sensitized solar cells
SGT - 021,metal_free_candidate_uncertain,3,8.3467,10.8,12.9667,863.7333,75.8533,,,TiO2,I−/I3−,,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.mtener.2018.05.003; 10.1039/C6TA09836C; 10.1039/C8TC05283B,"Comparative study of edge-functionalized graphene nanoplatelets as metal-free counter electrodes for highly efficient dye-sensitized solar cells | Molecular design and synthesis of D–π–A structured porphyrin dyes with various acceptor units for dye-sensitized solar cells   | Significant light absorption enhancement by a single heterocyclic unit change in the π-bridge moiety from thieno[3,2- b ]benzothiophene to thieno[3,2- b ]indole for high performance dye-sensitized and tandem solar cells  "
N945,metal_free_organic_candidate,3,10.0,10.8,17.28,0.7877,0.7233,,C1[C@@H](NC2=CC=CC=C21)C(=O)O,TiO2,I3−/I−; T2/T−,glass,elsevier,metal_free_smiles_screen,10.1016/j.ccr.2012.02.005; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells"
SGT - 023,metal_free_candidate_uncertain,1,10.8,10.8,16.9,848.0,75.8,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TC05283B,Molecular design and synthesis of D–π–A structured porphyrin dyes with various acceptor units for dye-sensitized solar cells  
SGT - 025,metal_free_candidate_uncertain,1,10.8,10.8,16.9,848.0,75.8,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TC05283B,Molecular design and synthesis of D–π–A structured porphyrin dyes with various acceptor units for dye-sensitized solar cells  
XS3 + XW4,metal_free_candidate_uncertain,1,10.75,10.75,19.96,728.0,0.74,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC07963A,Cosensitizers for simultaneous filling up of both absorption valleys of porphyrins: a novel approach for developing efficient panchromatic dye-sensitized solar cells  
CM-b,metal_free_candidate_uncertain,3,9.9,10.7,21.23,741.3333,62.8667,,,TiO2,I−/I3−,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C6TA02888H,Porphyrins with intense absorptivity: highly efficient sensitizers with a photovoltaic efficiency of up to 10.7% without a cosensitizer and a coabsorbate  
BD + HC3,metal_free_candidate_uncertain,1,10.7,10.7,21.4,698.0,0.713,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA01043K,Improvement of spectral response by co-sensitizers for high efficiency dye -sensitized solar cells 
Sharp,metal_free_candidate_uncertain,1,10.7,10.7,17.75,0.872,68.9,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.03.004,Silicon back contact solar cell configuration: A pathway towards higher efficiency
"Sony , 8 parallel cells",metal_free_candidate_uncertain,1,10.7,10.7,17.75,0.872,68.9,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.03.004,Silicon back contact solar cell configuration: A pathway towards higher efficiency
C107,metal_free_organic_candidate,1,10.7,10.7,19.18,0.739,0.751,,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=CC=C2/C=C\3/C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C,TiO2,I3−/I−,glass,elsevier,metal_free_smiles_screen,10.1016/j.ccr.2012.02.005,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds
YA422,metal_free_candidate_uncertain,2,9.915,10.65,15.34,0.853,0.72,,,TiO2,,FTO,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.10.061; 10.1039/C6CS00752J,Counter electrodes in dye-sensitized solar cells  | Novel metal-free organic dyes constructed with the D-D|A-π-A motif: Sensitization and co-sensitization study
C105,metal_free_candidate_uncertain,1,10.61,10.61,18.74,0.754,0.751,,,TiO2,I3−/I−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds
C104,metal_free_candidate_uncertain,2,10.53,10.53,17.87,0.76,0.773,,,TiO2,I3−/I−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1016/j.rser.2016.06.045,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
PRT-24,metal_free_candidate_uncertain,1,10.51,10.51,20.1,730.0,0.716,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
WW-6,metal_free_candidate_uncertain,1,10.5,10.5,17.69,0.809,0.735,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
XS3 + XW3,metal_free_candidate_uncertain,1,10.45,10.45,19.89,720.0,0.73,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC07963A,Cosensitizers for simultaneous filling up of both absorption valleys of porphyrins: a novel approach for developing efficient panchromatic dye-sensitized solar cells  
PRT-23,metal_free_candidate_uncertain,1,10.43,10.43,18.7,760.0,0.734,,,,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4TA04483E,Panchromatic Ru( ii ) sensitizers bearing single thiocyanate for high efficiency dye sensitized solar cells  
C1,metal_free_organic_candidate,22,3.3482,10.4,7.9133,432.4158,47.2138,,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,TiO2; titania,I-/I3-; I−/I3−,FTO; indium doped tin oxide,elsevier; rsc,metal_free_smiles_screen; organic_keyword:carbazole,10.1016/j.dyepig.2013.10.013; 10.1016/j.jphotochem.2016.01.018; 10.1016/j.jpowsour.2010.12.038; 10.1016/j.molstruc.2019.127202; 10.1016/j.saa.2016.09.020,Experimental and theoretical analysis of organic dyes having a double D-π-A configurations for dye-sensitized solar cells | Heteroleptic copper( i )–polypyridine complexes as efficient sensitizers for dye sensitized solar cells   | Low band gap dyes based on 2-styryl-5-phenylazo-pyrrole: Synthesis and application for efficient dye-sensitized solar cells
C257,metal_free_candidate_uncertain,4,10.175,10.4,7.17,858.75,0.764,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE42331J,Design of high-efficiency organic dyes for titania solar cells based on the chromophoric core of cyclopentadithiophene-benzothiadiazole  
C103,metal_free_candidate_uncertain,2,9.45,10.4,17.14,355.38,0.7475,,,TiO2,I3−/I−,glass,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1039/C3CS60409H,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Ionic liquid-based green processes for energy production 
C272,metal_free_candidate_uncertain,1,10.4,10.4,15.42,908.0,0.743,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C4EE03934C,A structurally simple perylene dye with ethynylbenzothiadiazole-benzoic acid as the electron acceptor achieves an over 10% power conversion efficiency  
YD2-o-C8 + CD4 + YDD6,metal_free_candidate_uncertain,1,10.4,10.4,19.28,0.753,0.719,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
10.16 × 10 − 6,metal_free_candidate_uncertain,1,10.34,10.34,20.46,835.0,0.63,,,TiO2,,ITO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2016.05.022,Synthesis of a high efficiency novel working electrode scandium/HOMBIKAT in dye-sensitized solar cells
XW4,metal_free_candidate_uncertain,4,8.52,10.3,17.2325,351.3515,18.03,,,TiO2,,FTO,rsc,no_excluded_metal_keyword_detected,10.1039/C4CC07963A; 10.1039/C7CC09671B; 10.1039/C7CS00565B,"Cosensitizers for simultaneous filling up of both absorption valleys of porphyrins: a novel approach for developing efficient panchromatic dye-sensitized solar cells   | Multimolecular assemblies on high surface area metal oxides and their role in interfacial energy and electron transfer  | Porphyrin-sensitized solar cells: systematic molecular optimization, coadsorption and cosensitization "
LD31 + AN-4,metal_free_candidate_uncertain,1,10.3,10.3,20.27,0.704,0.718,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
1 ( Y123 ),metal_free_candidate_uncertain,1,10.3,10.3,15.9,910.0,0.71,,,TiO2,,ITO,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE41888J,Metal free sensitizer and catalyst for dye sensitized solar cells 
2 ( C219 ),metal_free_candidate_uncertain,1,10.3,10.3,17.9,770.0,0.73,,,TiO2,,ITO,rsc,no_excluded_metal_keyword_detected,10.1039/C3EE41888J,Metal free sensitizer and catalyst for dye sensitized solar cells 
IJ-1,metal_free_candidate_uncertain,1,10.3,10.3,19.2,0.74,0.72,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers"
G5,metal_free_organic_candidate,7,8.2271,10.26,13.9586,618.2213,0.6944,,C\1S(=O)(=O)C/C(=C\C2=CC=C(C=C2)[N+](=O)[O-])/C(=O)/C1=C/C3=CC=C(C=C3)[N+](=O)[O-],TiO2,,FTO,elsevier; rsc,metal_free_smiles_screen; organic_keyword:cyanoacrylic,10.1016/j.dyepig.2016.04.020; 10.1039/C6SE00014B,Effect of spacers and anchoring groups of extended π-conjugated tetrathiafulvalene based sensitizers on the performance of dye sensitized solar cells   | Molecular engineering of largely π-extended metal-free sensitizers containing benzothiadiazole units: Approaching 10% efficiency dye-sensitized solar cells using iodine-based electrolytes
LD16,metal_free_candidate_uncertain,1,10.24,10.24,20.587,0.707,70.37,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2EE03308A,Enveloping porphyrins for efficient dye -sensitized solar cells  
CYC - B11 0.18,metal_free_candidate_uncertain,2,8.915,10.23,16.415,0.7505,0.725,,,TiO2,I−/I3−,FTO,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ccr.2017.09.026,Nanofillers in the electrolytes of dye-sensitized solar cells – A short review
RC-36 + DPA,metal_free_candidate_uncertain,1,10.23,10.23,19.17,0.721,0.74,,,TiO2,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jpowsour.2017.02.026,Unravelling the structural-electronic impact of arylamine electron-donating antennas on the performances of efficient ruthenium sensitizers for dye-sensitized solar cells
LD14,metal_free_candidate_uncertain,3,10.14,10.2,19.578,245.8153,23.614,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C1CC12764K; 10.1039/C2EE03308A; 10.1039/C4DT02756F,A strategy to design highly efficient porphyrin sensitizers for dye -sensitized solar cells   | Enveloping porphyrins for efficient dye -sensitized solar cells   | Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
Z910,metal_free_candidate_uncertain,3,9.2333,10.2,16.3333,0.7557,0.738,,,TiO2,I3−/I−; T2/T−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells"
TFRS-4,metal_free_candidate_uncertain,2,10.2,10.2,18.7,0.75,0.729,,,TiO2,I−/I3−,,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.ccr.2014.08.012; 10.1039/C3SC50399B,"Engineering of thiocyanate -free Ru( ii ) sensitizers for high efficiency dye -sensitized solar cells   | Metal complexes with pyridyl azolates: Design, preparation and applications"
FT89,metal_free_candidate_uncertain,1,10.2,10.2,22.0,0.69,0.68,,,,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.jphotochem.2013.09.001,Theoretical study of cyclometalated Ru(II) dyes: Implications on the open-circuit voltage of dye-sensitized solar cells
NCSU-10,metal_free_candidate_uncertain,1,10.19,10.19,19.58,0.713,0.73,,,,I3−/I−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4CP04120H,More stable and more efficient alternatives of Z-907: carbazole-based amphiphilic Ru( ii ) sensitizers for dye-sensitized solar cells  
WS-84,metal_free_candidate_uncertain,1,10.11,10.11,19.0,0.759,0.7,,,TiO2,,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2019.10.061,Novel metal-free organic dyes constructed with the D-D|A-π-A motif: Sensitization and co-sensitization study
FNE29,metal_free_candidate_uncertain,13,6.9008,10.1,13.5783,715.905,6.2658,,,Au – TiO2 nanoparticles ( ~ 2 nm Au with 0.168 wt % ); TiO2,I−/I3−,FTO; ITO; glass,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.pecs.2017.10.005; 10.1016/j.progpolymsci.2015.10.004; 10.1016/j.rser.2016.01.107; 10.1039/C5NR02433A; 10.1039/C6CS00752J,Carbon nanotubes: A potential material for energy conversion and storage | Counter electrodes in dye-sensitized solar cells  | Recent advances in alternative counter electrode materials for Co-mediated dye-sensitized solar cells 
C220,metal_free_candidate_uncertain,7,2.9714,10.1,4.1586,126.5043,0.8629,,,,,glass,rsc,no_excluded_metal_keyword_detected,10.1039/C2CP41314K; 10.1039/C2EE23081J; 10.1039/C8TC03542C,Modulating the assembly of organic dye molecules on titania nanocrystals  via  alkyl chain elongation for efficient mesoscopic cobalt solar cells   | Recent developments in redox electrolytes for dye -sensitized solar cells  | The researcher's guide to solid-state dye-sensitized solar cells 
TFRS-52,metal_free_candidate_uncertain,3,9.75,10.1,15.7667,563.62,0.7267,,,TiO2,I−/I3−,,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.ccr.2014.08.012; 10.1039/C2EE23988D,"Harnessing the open-circuit voltage via a new series of Ru( ii ) sensitizers bearing ( iso -)quinolinyl pyrazolate ancillaries   | Metal complexes with pyridyl azolates: Design, preparation and applications"
C219,metal_free_organic_candidate,2,10.1,10.1,17.94,0.77,36.865,,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)OCC2=CC=CC=C2,TiO2,I3−/I−,glass,elsevier; rsc,metal_free_smiles_screen,10.1016/j.ccr.2012.02.005; 10.1039/C4CC09888A,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | New generation solar cells: concepts, trends and perspectives "
LD4,metal_free_organic_candidate,2,10.08,10.1,19.6285,0.711,36.4055,,C1CCCC(CC1)NC2=NC=CC=N2,SnO2,iodide/triiodide,FTO,rsc,metal_free_smiles_screen,10.1039/C0EE00767F; 10.1039/C4DT02756F,Enhanced light harvesting with π-conjugated cyclic aromatic hydrocarbons for porphyrin -sensitized solar cells  | Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
YEO5,metal_free_candidate_uncertain,2,6.96,10.1,13.375,0.715,0.675,,,TiO2,I3−/I−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds
C235,metal_free_candidate_uncertain,1,10.1,10.1,14.55,0.93,0.743,,,,,,rsc,no_excluded_metal_keyword_detected,10.1039/C2CP41314K,Modulating the assembly of organic dye molecules on titania nanocrystals  via  alkyl chain elongation for efficient mesoscopic cobalt solar cells  
ZnPBAT,metal_free_candidate_uncertain,1,10.1,10.1,19.33,0.719,0.724,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
HD18 + PT-C6,metal_free_candidate_uncertain,1,10.1,10.1,19.36,0.735,0.71,,,SnO2,iodide/triiodide,,rsc,no_excluded_metal_keyword_detected,10.1039/C4DT02756F,Porphyrins as excellent dyes for dye-sensitized solar cells: recent developments and insights 
10 h in ZnP + 4 h in PT-C6 ( 103.1 / 664.2 nmol cm−2 ),metal_free_candidate_uncertain,1,10.1,10.1,19.36,0.735,71.0,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA12714A,Conformational engineering of co-sensitizers to retard back charge transfer for high-efficiency dye -sensitized solar cells  
10 h in ZnP + 10 h in PT-C6 ( 116.4 / 538.1 nmol cm−2 ),metal_free_candidate_uncertain,1,10.1,10.1,19.61,0.739,69.6,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA12714A,Conformational engineering of co-sensitizers to retard back charge transfer for high-efficiency dye -sensitized solar cells  
"9 ( C219 ; 57.5 , 493 )",metal_free_candidate_uncertain,1,10.1,10.1,17.94,770.0,0.73,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C4RA16493H,Recent progress in organic sensitizers for dye-sensitized solar cells 
CuI / D131 + D358 + DIPDAB2 ( this work ),metal_free_candidate_uncertain,1,10.1,10.1,22.0,0.65,,,,TiO2,I−/I3−,,rsc,no_excluded_metal_keyword_detected,10.1039/C8TA06418K,Improved conversion efficiency of 10% for solid-state dye-sensitized solar cells utilizing P-type semiconducting CuI and multi-dye consisting of novel porphyrin dimer and organic dyes  
YE05,metal_free_candidate_uncertain,1,10.1,10.1,17.0,0.8,0.74,,,TiO2,I3−/I−,glass,elsevier,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005,19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds
IQ22,metal_free_candidate_uncertain,5,9.312,10.09,9.0,796.4,69.8,,,,I−/I3−,,elsevier,no_excluded_metal_keyword_detected,10.1016/j.solener.2018.02.041,Custom-designed metal-free quinoxaline sensitizer for dye-sensitized solar cells based on cobalt redox shuttle
PRT4,metal_free_candidate_uncertain,2,10.05,10.05,21.6,357.357,32.926,,,TiO2,I3−/I−,glass,elsevier; rsc,no_excluded_metal_keyword_detected,10.1016/j.ccr.2012.02.005; 10.1039/B914197A,"19th International Symposium on the Photophysics and Photochemistry of Coordination Compounds | Neutral, panchromatic Ru( ii ) terpyridine sensitizers bearing pyridine pyrazolate chelates with superior DSSC performance  "
10 h in ZnP + 3 h in PT-C6,metal_free_candidate_uncertain,1,10.0,10.0,19.2,0.726,72.0,,,TiO2,,,rsc,no_excluded_metal_keyword_detected,10.1039/C3TA12714A,Conformational engineering of co-sensitizers to retard back charge transfer for high-efficiency dye -sensitized solar cells  
